162368		Myctophiformes								valid		TWG standards met	complete	2003	0	1996-06-13 14:51:08	553123		0		0	5	100	No	
162783		Cetomimiformes								invalid	other see comments	TWG standards met	unknown	2003	0	1996-06-13 14:51:08	0		0		0	5	100	No	
162826		Ctenothrissiformes								valid		Minimum taxonomic/nomenclature review	unknown	2004	0	1996-06-13 14:51:08	553125		0		0	5	100	Yes	
162830		Gonorhynchiformes								invalid	other see comments	TWG standards met	unknown	2004	0	1996-06-13 14:51:08	0		0		0	5	100	No	
162845		Ostariophysi								valid		TWG standards met	partial	2003	0	1996-06-13 14:51:08	161105		0		0	5	90	No	
162846		Cypriniformes								valid		TWG standards met	complete	2005	0	1996-06-13 14:51:08	162845		0		0	5	100	No	
163992		Siluriformes								valid		TWG standards met	complete	2005	0	1996-06-13 14:51:08	162845		0		0	5	100	No	
164385		Paracanthopterygii								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161105		0		0	5	90	No	
164386		Percopsiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	164385		0		0	5	100	No	
164411		Batrachoidiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	164385		0		0	5	100	No	
164495		Lophiiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	164385		0		0	5	100	No	
164665		Gadiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	164385		0		0	5	100	No	
165428		Atherinomorpha								invalid	junior synonym	No review; untreated NODC data	unknown	unknown	0	1996-06-13 14:51:08	0		0		0	5	100	No	
165429		Atheriniformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	166082		0		0	5	100	No	
166082		Acanthopterygii							N	valid		TWG standards met	partial	1998	0	1996-06-13 14:51:08	161105		0		0	5	90		
166083		Beryciformes								valid		TWG standards met	complete	2003	0	1996-06-13 14:51:08	166082		0		0	5	100	No	
166123		Polymixiiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	553125		0		0	5	100	No	
166271		Zeiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	166082		0		0	5	100	No	
166321		Lampridiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	553124		0		0	5	100	No	
166361		Gasterosteiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	166082		0		0	5	100	No	
166660		Channiformes								invalid	other see comments	TWG standards met	unknown	2006	0	1996-06-13 14:51:08	0		0		0	5	100	No	
166686		Synbranchiformes								valid		TWG standards met	complete	2003	0	1996-06-13 14:51:08	166082		0		0	5	100	No	
166702		Scorpaeniformes								valid		TWG standards met	complete	2005	0	1996-06-13 14:51:08	166082		0		0	5	100	No	
167621		Dactylopteriformes								invalid	junior synonym	TWG standards met	unknown	2005	0	1996-06-13 14:51:08	0		0		0	5	100	No	
